Flat Size,Location,Builder's Rating,Area Type,Neighborhood Tier,Crime Rate,Floor Number,Age of Property,Nearby Amenities,Green Cover,Market Demand,Security Features,RERA-Approved,Urban Integration Index,Flat Price (in Lakhs)
1BHK,Mumbai,D,Residential,High-End,Medium,2,20,Medium,0.33,1.32,Premium,1,0.61,167.57
2BHK,Chennai,B,Residential,Affordable,High,18,17,Medium,0.43,0.83,Advanced,1,0.26,65.62
2BHK,Mumbai,B,Residential,Affordable,Medium,4,30,Medium,0.18,0.87,Advanced,1,0.77,99.51
4BHK,Bangalore,C,Residential,Mid-Range,Medium,20,49,Medium,0.71,1.04,Premium,1,0.42,257.27
2BHK,Bangalore,C,Industrial,Affordable,Medium,17,16,Medium,0.76,1.03,Advanced,0,0.71,73.13
3BHK,Kolkata,C,Residential,Mid-Range,Medium,1,47,Medium,0.25,1.2,Basic,0,0.4,117.39
2BHK,Delhi,C,Residential,High-End,Low,13,46,Low,0.33,1.04,Premium,1,0.79,186.29
2BHK,Chennai,B,Industrial,High-End,Low,1,14,Medium,0.51,1.09,Premium,1,0.58,147.65
3BHK,Chennai,C,Commercial,Affordable,Low,9,21,Low,0.61,0.96,Premium,1,0.28,108.72
1BHK,Bangalore,A,Commercial,Mid-Range,Low,4,30,Medium,0.61,1.08,Advanced,0,0.47,153.47
2BHK,Kolkata,C,Residential,High-End,Medium,20,13,Low,0.8,0.86,Basic,1,0.84,102.36
2BHK,Mumbai,D,Commercial,Mid-Range,Medium,6,36,Medium,0.3,1.3,Basic,1,0.23,192.81
3BHK,Delhi,C,Industrial,High-End,Low,9,29,Medium,0.77,0.98,Basic,1,0.79,208.68
2BHK,Mumbai,B,Residential,High-End,Low,2,20,Medium,0.56,1.18,Advanced,1,0.65,340.21
2BHK,Kolkata,B,Residential,High-End,Low,20,39,Low,0.33,1.13,Basic,0,0.73,154.72
2BHK,Mumbai,C,Commercial,Affordable,Medium,16,28,Medium,0.43,0.94,Basic,1,0.4,129.45
2BHK,Mumbai,A,Residential,Affordable,Medium,13,39,Low,0.18,1.04,Basic,0,0.74,144.8
2BHK,Delhi,B,Residential,Mid-Range,Low,5,33,Low,0.32,0.95,Premium,1,0.65,166.54
3BHK,Kolkata,C,Commercial,Mid-Range,Medium,2,50,Medium,0.43,1.41,Premium,0,0.81,167.31
1BHK,Kolkata,C,Residential,Mid-Range,High,13,13,Medium,0.21,1.33,Advanced,1,0.4,63.28
3BHK,Kolkata,D,Commercial,Mid-Range,Low,20,24,Medium,0.75,0.91,Basic,0,0.42,111.37
2BHK,Bangalore,C,Commercial,Affordable,High,1,21,High,0.21,0.97,Premium,1,0.56,96.78
1BHK,Bangalore,D,Commercial,Mid-Range,High,9,3,Medium,0.53,0.81,Advanced,1,0.36,72.2
3BHK,Chennai,B,Residential,Affordable,Medium,2,44,High,0.28,0.84,Premium,1,0.43,85.96
3BHK,Hyderabad,A,Residential,Affordable,Low,12,20,Medium,0.21,1.19,Basic,1,0.56,150.9
2BHK,Bangalore,B,Residential,Affordable,Medium,8,44,Low,0.56,0.84,Basic,1,0.59,82.91
3BHK,Kolkata,B,Residential,Mid-Range,Low,9,18,High,0.38,1.17,Basic,0,0.59,133.31
4BHK,Delhi,C,Residential,Affordable,Medium,19,16,High,0.55,1.06,Premium,1,0.75,216.88
2BHK,Chennai,C,Residential,High-End,Medium,6,6,Medium,0.22,1.48,Premium,0,0.2,172.75
2BHK,Mumbai,C,Commercial,Affordable,Medium,8,25,Medium,0.66,1.49,Basic,1,0.75,202.58
3BHK,Mumbai,B,Residential,Mid-Range,Low,16,36,High,0.64,1.19,Basic,1,0.52,284.14
2BHK,Bangalore,A,Commercial,Affordable,Low,4,22,Low,0.68,1.39,Advanced,1,0.46,234.13
2BHK,Mumbai,C,Residential,Affordable,Low,5,36,High,0.89,1.1,Advanced,1,0.3,127.88
3BHK,Bangalore,D,Residential,Affordable,Low,6,11,Medium,0.66,1.37,Basic,1,0.4,140.49
2BHK,Chennai,D,Commercial,Affordable,Medium,15,41,Medium,0.62,1.41,Premium,1,0.37,97.51
2BHK,Bangalore,A,Residential,Affordable,Medium,2,4,Medium,0.33,0.88,Advanced,1,0.2,114.01
2BHK,Delhi,B,Residential,High-End,Medium,9,14,Medium,0.59,0.85,Advanced,1,0.7,214.28
4BHK,Mumbai,C,Commercial,Affordable,Medium,4,49,High,0.31,1.49,Advanced,1,0.72,334.34
3BHK,Hyderabad,C,Commercial,Affordable,High,6,47,Medium,0.85,1.42,Advanced,1,0.79,183.95
2BHK,Mumbai,D,Residential,Mid-Range,High,7,43,Medium,0.65,1.32,Basic,1,0.74,183.04
1BHK,Hyderabad,A,Commercial,High-End,Medium,16,30,Medium,0.87,1.13,Advanced,1,0.2,224.95
1BHK,Chennai,B,Residential,Affordable,High,1,15,Low,0.64,0.87,Basic,0,0.25,50.03
1BHK,Delhi,B,Industrial,High-End,Medium,5,48,Low,0.6,0.99,Advanced,0,0.46,124.79
1BHK,Mumbai,C,Residential,Affordable,High,2,2,Medium,0.24,1.38,Advanced,0,0.41,99.95
3BHK,Mumbai,C,Residential,Affordable,Low,10,16,Medium,0.88,1.38,Premium,1,0.37,219.72
3BHK,Bangalore,B,Residential,High-End,Low,7,11,Medium,0.56,1.44,Basic,1,0.57,425.59
1BHK,Bangalore,A,Residential,Affordable,Low,4,32,Low,0.17,0.98,Basic,1,0.9,75.07
1BHK,Chennai,C,Residential,Mid-Range,High,6,37,Low,0.84,0.89,Basic,1,0.41,54.7
2BHK,Chennai,C,Residential,Affordable,Medium,20,40,High,0.13,0.99,Basic,1,0.49,56.31
4BHK,Chennai,B,Commercial,Affordable,Medium,19,22,Medium,0.37,1.27,Advanced,1,0.75,216.83
3BHK,Bangalore,C,Residential,High-End,Medium,12,2,Low,0.21,1.46,Basic,0,0.63,302.93
3BHK,Bangalore,B,Commercial,Mid-Range,Medium,7,7,High,0.58,0.95,Advanced,1,0.79,227.03
2BHK,Mumbai,B,Commercial,Affordable,Low,7,20,Low,0.51,0.86,Basic,0,0.89,148.34
2BHK,Kolkata,C,Residential,Affordable,Low,1,26,Low,0.2,1.36,Basic,1,0.28,61.32
3BHK,Bangalore,B,Residential,Mid-Range,High,18,14,Low,0.17,0.81,Basic,1,0.76,155.29
2BHK,Hyderabad,C,Residential,Mid-Range,Medium,4,23,High,0.8,1.08,Basic,1,0.88,138.76
2BHK,Bangalore,D,Commercial,Affordable,High,7,6,High,0.12,1.42,Basic,1,0.34,107.74
3BHK,Bangalore,D,Residential,High-End,Medium,12,32,Low,0.68,0.84,Advanced,1,0.62,199.09
4BHK,Chennai,C,Commercial,High-End,Low,5,45,Low,0.27,0.91,Basic,1,0.41,257.57
2BHK,Bangalore,C,Residential,Mid-Range,Medium,12,16,Medium,0.4,0.86,Basic,1,0.75,112.72
2BHK,Mumbai,B,Industrial,High-End,Medium,11,18,Low,0.3,0.93,Basic,1,0.85,197.6
4BHK,Mumbai,B,Residential,High-End,Medium,4,41,Medium,0.76,1.22,Premium,0,0.73,629.3
2BHK,Chennai,D,Commercial,High-End,Medium,15,42,High,0.55,0.83,Advanced,1,0.81,110.36
1BHK,Bangalore,D,Commercial,Mid-Range,Low,3,43,Medium,0.27,1.3,Basic,1,0.41,111.58
3BHK,Mumbai,C,Residential,Mid-Range,Low,10,41,Medium,0.52,1.1,Advanced,1,0.63,240.43
3BHK,Mumbai,A,Residential,Mid-Range,High,10,27,Medium,0.68,0.83,Basic,0,0.77,261.22
2BHK,Mumbai,C,Residential,Affordable,Low,15,49,Low,0.2,1.35,Premium,1,0.76,140.85
2BHK,Bangalore,A,Commercial,Mid-Range,Medium,19,6,Medium,0.1,1.23,Basic,0,0.49,232.08
2BHK,Kolkata,D,Residential,Mid-Range,Medium,15,46,Low,0.37,1.16,Premium,1,0.35,74.77
2BHK,Kolkata,C,Commercial,Affordable,High,7,3,Medium,0.24,1.2,Premium,1,0.35,75.59
2BHK,Mumbai,C,Residential,Mid-Range,Medium,16,45,Medium,0.84,1.16,Advanced,0,0.32,181.97
2BHK,Hyderabad,A,Residential,Affordable,Low,17,2,Low,0.6,1.05,Advanced,1,0.72,126.11
2BHK,Mumbai,C,Residential,Mid-Range,High,12,28,Medium,0.65,1.03,Advanced,1,0.36,177.53
3BHK,Chennai,B,Residential,Mid-Range,Low,2,10,High,0.9,1.28,Premium,0,0.82,216.57
3BHK,Mumbai,A,Residential,Mid-Range,Medium,11,42,Medium,0.69,1.12,Advanced,1,0.57,378.25
1BHK,Delhi,C,Residential,High-End,High,17,48,Medium,0.39,1.2,Basic,1,0.76,153.58
1BHK,Kolkata,C,Residential,Affordable,Low,16,45,Low,0.3,1.47,Basic,1,0.77,49.79
3BHK,Hyderabad,B,Residential,Affordable,Medium,3,13,Low,0.73,1.08,Basic,1,0.67,129.53
3BHK,Delhi,C,Residential,Affordable,Medium,2,27,Low,0.76,1.23,Premium,1,0.77,169.41
3BHK,Kolkata,B,Residential,High-End,Medium,7,35,Low,0.5,1.08,Basic,1,0.37,199.09
1BHK,Delhi,C,Residential,Affordable,High,13,36,High,0.62,1.38,Advanced,1,0.36,90.25
2BHK,Delhi,D,Residential,Affordable,Medium,16,1,Medium,0.62,1.32,Basic,0,0.53,112.69
4BHK,Kolkata,B,Residential,Mid-Range,Low,13,21,Medium,0.32,1.29,Basic,1,0.79,248.83
4BHK,Chennai,B,Residential,Mid-Range,Medium,20,8,Low,0.85,1.21,Basic,1,0.69,304.78
2BHK,Kolkata,B,Residential,Mid-Range,Low,19,48,Medium,0.22,1.44,Advanced,1,0.25,117.57
1BHK,Chennai,D,Residential,Mid-Range,Medium,11,39,Low,0.57,1.26,Basic,0,0.65,66.37
3BHK,Kolkata,B,Residential,Affordable,Low,4,13,Low,0.26,0.87,Basic,1,0.87,78.71
3BHK,Hyderabad,B,Commercial,High-End,High,5,16,Low,0.4,1.4,Basic,0,0.72,384.16
3BHK,Chennai,B,Industrial,Affordable,Low,5,13,Medium,0.41,1.25,Advanced,0,0.82,110.48
2BHK,Delhi,A,Residential,Mid-Range,Low,18,50,Medium,0.65,1.2,Advanced,1,0.87,261.02
4BHK,Bangalore,C,Residential,Affordable,Medium,7,39,Medium,0.3,1.3,Basic,0,0.59,226.71
3BHK,Chennai,D,Residential,Mid-Range,Medium,3,17,Low,0.64,0.82,Advanced,1,0.57,101.52
2BHK,Hyderabad,C,Residential,Mid-Range,Medium,16,42,Medium,0.7,1.05,Premium,1,0.24,123.66
3BHK,Mumbai,A,Residential,High-End,Medium,7,39,Medium,0.59,0.9,Basic,0,0.37,360.92
2BHK,Chennai,B,Residential,Mid-Range,Medium,12,26,High,0.46,0.85,Advanced,1,0.76,104.5
3BHK,Hyderabad,B,Residential,Mid-Range,High,14,26,High,0.81,0.94,Advanced,1,0.65,196.09
1BHK,Delhi,B,Residential,High-End,Low,6,28,Low,0.6,1.38,Basic,0,0.89,220.53
2BHK,Delhi,A,Commercial,High-End,Medium,3,47,Low,0.39,1.2,Premium,1,0.87,413.79
3BHK,Chennai,C,Industrial,Affordable,High,19,36,High,0.83,0.99,Basic,1,0.79,80.51
2BHK,Bangalore,C,Residential,Affordable,Medium,17,29,Medium,0.58,1.47,Advanced,1,0.37,124.02
3BHK,Chennai,B,Commercial,Mid-Range,Medium,17,24,Low,0.89,0.86,Basic,1,0.64,170.73
3BHK,Bangalore,B,Commercial,Mid-Range,Medium,17,32,Low,0.1,0.98,Premium,1,0.7,228.08
2BHK,Chennai,B,Residential,Mid-Range,High,7,39,Low,0.38,1.29,Basic,0,0.37,135.54
2BHK,Chennai,B,Commercial,Affordable,Medium,7,36,Low,0.79,0.84,Premium,1,0.63,92.83
2BHK,Bangalore,A,Residential,Mid-Range,Low,19,36,High,0.14,1.04,Advanced,0,0.66,173.55
4BHK,Delhi,B,Residential,Affordable,High,19,8,Medium,0.38,1.28,Basic,1,0.42,267.26
3BHK,Bangalore,B,Commercial,Mid-Range,High,7,47,Low,0.41,0.93,Advanced,1,0.5,239.62
2BHK,Delhi,C,Residential,Mid-Range,High,9,5,Low,0.84,1.44,Premium,1,0.84,236.92
2BHK,Mumbai,C,Residential,Mid-Range,Medium,3,50,High,0.34,1.18,Basic,1,0.41,182.0
2BHK,Mumbai,A,Residential,High-End,Medium,1,8,High,0.27,1.13,Basic,1,0.47,344.85
2BHK,Hyderabad,B,Residential,Affordable,High,13,10,Medium,0.83,1.31,Basic,0,0.74,125.34
2BHK,Chennai,D,Residential,Affordable,Low,3,9,Medium,0.5,0.8,Basic,1,0.84,50.02
2BHK,Hyderabad,B,Residential,Mid-Range,Medium,3,30,Low,0.5,0.82,Basic,1,0.58,113.37
2BHK,Mumbai,B,Residential,Mid-Range,Medium,8,16,Medium,0.72,1.3,Premium,0,0.32,283.34
3BHK,Delhi,D,Residential,Affordable,Low,8,17,Medium,0.57,1.25,Advanced,1,0.56,151.98
2BHK,Bangalore,D,Residential,Mid-Range,Low,9,22,Medium,0.73,1.27,Advanced,1,0.26,162.38
3BHK,Hyderabad,B,Residential,Mid-Range,Medium,20,11,Low,0.85,1.43,Advanced,1,0.41,280.36
1BHK,Bangalore,D,Residential,Affordable,Medium,10,23,Medium,0.37,1.32,Basic,1,0.59,59.39
2BHK,Kolkata,C,Industrial,Mid-Range,Medium,11,5,Medium,0.84,0.81,Basic,1,0.23,55.81
3BHK,Delhi,D,Residential,Mid-Range,High,5,24,Medium,0.25,1.07,Basic,1,0.35,149.23
2BHK,Chennai,D,Residential,High-End,Medium,16,32,High,0.59,0.84,Basic,1,0.77,102.02
4BHK,Hyderabad,B,Commercial,High-End,Low,12,25,Medium,0.1,1.37,Basic,1,0.68,578.26
1BHK,Delhi,B,Residential,Mid-Range,Medium,17,19,Low,0.58,1.37,Basic,1,0.72,173.5
2BHK,Mumbai,C,Residential,Affordable,High,17,38,Medium,0.65,1.49,Advanced,0,0.58,172.59
2BHK,Chennai,D,Residential,Mid-Range,High,7,50,Low,0.73,1.06,Basic,1,0.34,94.28
2BHK,Chennai,C,Residential,Mid-Range,Low,20,34,Medium,0.76,0.88,Basic,0,0.38,82.98
3BHK,Mumbai,C,Residential,Mid-Range,Low,1,3,Medium,0.43,1.41,Basic,1,0.76,296.73
2BHK,Chennai,C,Residential,High-End,Medium,14,40,Low,0.58,1.49,Basic,0,0.75,207.48
3BHK,Delhi,D,Commercial,Mid-Range,Medium,17,31,Medium,0.83,0.8,Basic,1,0.51,183.01
1BHK,Mumbai,B,Commercial,Mid-Range,Medium,19,32,Low,0.71,0.95,Premium,0,0.63,136.97
3BHK,Hyderabad,B,Commercial,Mid-Range,Medium,10,33,Medium,0.31,1.06,Advanced,1,0.37,207.08
1BHK,Kolkata,D,Residential,Mid-Range,Medium,8,10,Medium,0.68,1.23,Basic,0,0.49,63.14
3BHK,Bangalore,C,Residential,Mid-Range,Medium,1,6,Medium,0.82,1.1,Advanced,0,0.28,193.55
3BHK,Delhi,D,Residential,Affordable,Medium,15,18,Low,0.36,1.19,Basic,1,0.49,141.04
3BHK,Delhi,D,Residential,Mid-Range,Medium,4,8,High,0.17,0.86,Premium,0,0.71,122.14
3BHK,Kolkata,C,Residential,Mid-Range,Medium,2,22,Low,0.24,1.2,Advanced,1,0.83,126.83
4BHK,Delhi,C,Residential,High-End,High,11,39,Medium,0.64,0.94,Basic,0,0.35,357.47
2BHK,Hyderabad,C,Residential,Mid-Range,Low,9,5,Medium,0.83,0.96,Basic,1,0.71,106.19
2BHK,Bangalore,A,Residential,High-End,Low,19,22,Medium,0.18,0.94,Basic,1,0.37,210.89
1BHK,Hyderabad,D,Industrial,Mid-Range,Low,8,16,Medium,0.64,1.31,Basic,0,0.49,66.32
1BHK,Delhi,B,Commercial,Affordable,Low,2,38,Medium,0.48,1.09,Advanced,1,0.63,107.43
1BHK,Hyderabad,C,Residential,High-End,High,16,3,High,0.54,1.21,Basic,1,0.64,128.77
2BHK,Delhi,D,Commercial,Affordable,Low,18,25,Medium,0.71,0.8,Advanced,1,0.26,85.36
1BHK,Kolkata,C,Commercial,High-End,Medium,1,48,Low,0.8,1.49,Basic,0,0.51,129.55
2BHK,Kolkata,C,Residential,High-End,Low,9,16,Medium,0.17,1.43,Advanced,0,0.51,154.32
3BHK,Delhi,C,Residential,Mid-Range,Medium,13,1,High,0.44,0.93,Advanced,0,0.25,166.02
2BHK,Kolkata,D,Residential,Mid-Range,Medium,13,22,Low,0.12,1.34,Basic,1,0.55,84.67
3BHK,Hyderabad,C,Residential,Affordable,Low,9,46,Low,0.82,1.24,Basic,0,0.48,149.14
4BHK,Hyderabad,D,Residential,Affordable,Low,6,31,Low,0.28,1.24,Basic,1,0.43,155.16
3BHK,Hyderabad,C,Residential,Mid-Range,High,17,14,Low,0.66,1.1,Advanced,1,0.29,174.91
3BHK,Mumbai,D,Residential,Affordable,High,3,5,Medium,0.79,0.92,Premium,1,0.66,137.25
2BHK,Delhi,B,Residential,Mid-Range,High,19,40,Medium,0.22,0.9,Premium,0,0.89,143.18
2BHK,Kolkata,D,Industrial,Affordable,Medium,20,17,Medium,0.64,0.89,Basic,0,0.45,34.39
2BHK,Bangalore,A,Commercial,Mid-Range,High,11,4,Low,0.89,1.36,Advanced,1,0.81,350.7
4BHK,Delhi,A,Residential,Affordable,High,19,48,High,0.52,1.15,Basic,1,0.52,314.8
3BHK,Hyderabad,D,Residential,High-End,High,17,13,Low,0.56,1.04,Basic,1,0.68,191.51
3BHK,Hyderabad,C,Residential,Affordable,Medium,17,16,Low,0.65,1.13,Basic,1,0.33,124.45
4BHK,Bangalore,B,Residential,Affordable,Medium,1,2,High,0.18,0.81,Premium,1,0.89,157.83
2BHK,Bangalore,C,Commercial,Affordable,High,19,24,Medium,0.27,1.13,Basic,1,0.44,108.04
2BHK,Kolkata,C,Commercial,Affordable,Low,16,21,Medium,0.56,1.35,Premium,1,0.62,93.47
3BHK,Kolkata,C,Commercial,High-End,Medium,14,36,Medium,0.51,1.48,Basic,0,0.63,255.15
2BHK,Delhi,B,Residential,Affordable,Medium,15,5,Medium,0.5,1.46,Premium,0,0.86,168.49
1BHK,Kolkata,B,Commercial,Affordable,Low,14,40,Medium,0.32,1.47,Advanced,0,0.84,74.33
1BHK,Delhi,C,Residential,Mid-Range,Medium,12,1,Low,0.15,0.88,Basic,0,0.6,78.61
1BHK,Bangalore,C,Residential,High-End,Medium,4,47,High,0.81,1.07,Basic,0,0.32,145.28
3BHK,Kolkata,B,Residential,High-End,Low,19,2,Low,0.81,0.99,Basic,1,0.71,181.15
3BHK,Bangalore,C,Residential,Mid-Range,Medium,4,3,Medium,0.17,0.84,Premium,0,0.41,115.49
1BHK,Kolkata,C,Residential,Affordable,Low,7,47,High,0.11,0.9,Premium,1,0.62,32.06
2BHK,Mumbai,C,Commercial,Mid-Range,Medium,10,48,Low,0.58,0.85,Premium,1,0.36,156.51
3BHK,Chennai,C,Commercial,High-End,Medium,18,34,High,0.87,1.28,Basic,1,0.46,276.08
4BHK,Mumbai,C,Commercial,Affordable,Medium,9,23,Medium,0.12,1.14,Advanced,1,0.21,272.66
4BHK,Delhi,C,Residential,Mid-Range,Medium,8,47,Medium,0.41,1.49,Basic,1,0.73,407.61
2BHK,Mumbai,B,Residential,Mid-Range,Medium,15,4,Medium,0.34,1.14,Premium,1,0.33,213.17
2BHK,Kolkata,D,Residential,High-End,Medium,9,17,Low,0.4,0.89,Advanced,0,0.61,77.02
3BHK,Kolkata,C,Residential,Mid-Range,Medium,9,30,Medium,0.74,0.85,Premium,1,0.77,90.72
2BHK,Delhi,B,Residential,Mid-Range,Medium,20,10,Low,0.45,1.47,Basic,1,0.42,227.21
2BHK,Delhi,B,Residential,Mid-Range,Medium,7,49,Low,0.17,1.26,Advanced,1,0.8,185.24
2BHK,Chennai,C,Industrial,Mid-Range,High,15,11,Medium,0.77,1.0,Basic,1,0.32,76.36
2BHK,Delhi,D,Residential,Affordable,Low,1,2,Medium,0.87,1.27,Premium,1,0.86,109.61
2BHK,Mumbai,C,Residential,Affordable,Medium,14,10,Low,0.63,1.1,Basic,1,0.84,124.36
2BHK,Hyderabad,A,Commercial,High-End,Low,19,35,Medium,0.12,1.27,Basic,1,0.72,314.26
3BHK,Delhi,D,Residential,Affordable,High,2,14,Medium,0.22,1.11,Basic,1,0.28,118.42
3BHK,Bangalore,D,Residential,Affordable,Medium,15,25,High,0.27,1.48,Advanced,1,0.54,139.33
1BHK,Mumbai,C,Residential,Mid-Range,Medium,1,44,Low,0.59,1.15,Basic,1,0.55,128.63
3BHK,Delhi,B,Commercial,Mid-Range,Low,20,42,Medium,0.28,1.18,Premium,1,0.35,327.12
2BHK,Delhi,A,Residential,Affordable,Medium,10,31,Medium,0.53,0.82,Basic,1,0.62,106.04
2BHK,Hyderabad,D,Residential,Mid-Range,Medium,18,10,Medium,0.1,0.85,Basic,1,0.83,73.48
2BHK,Hyderabad,D,Industrial,Mid-Range,Low,6,9,Low,0.6,1.32,Premium,1,0.36,98.82
3BHK,Mumbai,C,Commercial,Mid-Range,High,5,8,High,0.88,1.31,Basic,1,0.28,353.39
1BHK,Mumbai,B,Residential,Mid-Range,High,19,23,Medium,0.82,1.36,Basic,0,0.62,180.25
1BHK,Bangalore,C,Residential,Mid-Range,Medium,8,16,Medium,0.45,0.8,Basic,1,0.22,66.6
2BHK,Kolkata,B,Residential,Affordable,Medium,14,28,Medium,0.32,0.9,Advanced,1,0.22,58.2
3BHK,Chennai,D,Residential,Mid-Range,Low,19,48,Medium,0.48,1.44,Premium,0,0.6,157.17
2BHK,Hyderabad,C,Residential,Affordable,Low,19,50,Low,0.55,1.12,Premium,1,0.73,81.4
1BHK,Bangalore,C,Industrial,Affordable,High,13,43,High,0.14,0.87,Premium,1,0.42,33.96
2BHK,Kolkata,C,Commercial,Mid-Range,Low,11,11,Low,0.43,1.47,Premium,1,0.51,147.45
3BHK,Kolkata,B,Industrial,Mid-Range,Medium,20,14,Medium,0.13,1.03,Basic,1,0.65,88.87
2BHK,Chennai,C,Residential,Mid-Range,Medium,1,35,Medium,0.38,1.49,Basic,1,0.39,141.18
3BHK,Bangalore,D,Commercial,Mid-Range,High,10,17,Medium,0.68,1.33,Advanced,0,0.62,264.84
1BHK,Chennai,B,Residential,Mid-Range,Medium,8,34,Medium,0.46,1.21,Basic,0,0.85,82.87
1BHK,Bangalore,A,Industrial,Mid-Range,Low,11,27,Medium,0.82,0.98,Basic,1,0.71,103.19
2BHK,Hyderabad,B,Commercial,High-End,Medium,14,34,Low,0.51,1.05,Basic,1,0.59,239.56
